restaurant_id,month,order_volume,cancellations,avg_rating,gross_revenue_inr,support_tickets
R060,14,193,3,4.3,40653,3.5
R060,15,218,5,4.4,43880,4.2
R060,16,167,2,4.2,34541,2.9
R060,17,181,1,4.1,36884,2.8
R060,18,207,2,4.4,37633,3.9
R061,15,78,0,4.3,21010,2.9
R061,16,81,0,4.4,21952,3.6
R061,17,79,0,4.4,19057,2.5
R061,18,109,0,4.7,23817,1.4
R062,6,166,9,4.2,20968,5.4
R062,7,164,23,3.9,22759,6.0
R062,8,186,18,3.9,28159,5.8
R062,9,170,23,3.9,29811,16.1
R062,10,149,16,3.9,19346,15.3
R062,11,193,21,3.7,37487,14.2
R062,12,110,14,3.6,22389,6.5
R062,13,46,10,3.6,8400,7.7
R062,14,30,6,3.4,5515,8.7
R062,15,24,4,3.5,4220,7.6
R062,16,13,1,2.8,2015,6.5
R062,17,8,1,2.8,1119,7.0
R062,18,5,1,3.0,959,10.0
R063,5,116,13,3.9,14900,1.3
R063,6,110,7,4.0,14418,2.1
R063,7,132,10,3.7,18689,1.5
R063,8,109,9,4.2,16166,0.1
R063,9,120,9,4.4,17927,0.8
R063,10,145,7,4.3,17420,2.4
R063,11,117,8,4.3,16869,0.4
R063,12,136,12,4.3,17652,1.3
R063,13,150,10,4.0,20346,0.0
R063,14,108,11,3.8,14021,1.5
R063,15,135,10,4.0,18889,0.0
R063,16,135,11,4.2,17092,2.6
R063,17,136,11,4.2,16972,0.5
R063,18,163,12,4.2,21043,0.0
R064,14,139,3,4.3,29362,4.9
R064,15,121,3,4.2,21229,3.8
R064,16,114,2,4.2,25461,3.9
R064,17,140,3,4.0,24877,3.4
R064,18,129,2,4.0,27427,4.0
R065,12,127,3,3.7,25315,3.9
R065,13,133,5,3.7,27995,2.8
R065,14,149,3,3.9,25736,3.7
R065,15,143,3,4.2,27698,4.7
R065,16,128,4,3.5,23633,4.9
R065,17,119,3,3.5,21822,4.8
R065,18,108,3,3.8,20436,3.5
R066,5,165,5,4.7,38007,4.1
R066,6,179,5,4.7,45782,1.0
R066,7,156,5,4.2,45408,3.2
R066,8,173,6,4.4,33469,0.9
R066,9,207,9,4.4,54360,3.0
R066,10,184,5,4.2,49536,0.7
R066,11,171,5,4.4,42462,1.9
R066,12,180,6,4.9,37331,2.5
R066,13,181,6,4.3,49053,2.8
R066,14,151,6,4.8,36221,2.5
R066,15,201,6,4.8,53098,1.7
R066,16,162,5,4.2,40017,1.7
R066,17,179,5,4.7,46272,1.9
R066,18,180,6,4.8,38860,2.4
R067,9,63,4,4.0,15203,5.8
R067,10,74,7,4.0,18840,5.9
R067,11,71,5,3.6,19378,5.3
R067,12,58,3,3.9,13451,4.0
R067,13,65,4,3.9,15725,7.7
R067,14,71,5,3.9,20922,7.0
R067,15,58,3,3.8,14314,5.6
R067,16,68,6,4.1,16981,4.6
R067,17,60,4,3.7,17256,5.0
R067,18,72,3,4.0,18328,7.5
R068,8,94,4,3.9,12918,5.0
R068,9,102,5,3.6,15649,7.9
R068,10,109,4,3.8,16145,5.6
R068,11,102,6,3.6,15308,5.5
R068,12,95,4,4.0,15124,5.1
R068,13,96,5,4.3,13976,5.8
R068,14,118,7,3.9,13595,4.5
R068,15,94,5,4.1,13349,4.2
R068,16,124,6,4.1,17391,5.5
R068,17,112,5,4.2,13162,4.4
R068,18,119,7,4.5,16721,6.8
R069,5,236,13,4.0,56841,0.0
R069,6,317,15,4.2,79702,0.3
R069,7,301,15,4.5,72297,0.0
R069,8,306,22,4.5,67086,3.1
R069,9,287,17,3.8,45909,1.9
R069,10,342,28,4.2,80487,0.6
R069,11,186,16,3.9,40948,0.5
R069,12,116,13,3.8,28918,0.0
R069,13,86,12,3.8,24390,0.0
R069,14,36,4,3.0,7820,0.8
R069,15,27,2,3.5,7003,0.6
R069,16,14,1,3.3,3255,0.9
R069,17,11,0,3.3,2371,0.6
R069,18,4,0,3.2,941,0.0
R070,2,135,6,4.3,16006,0.5
R070,3,162,9,4.3,21408,0.0
R070,4,148,9,3.9,23601,1.2
R070,5,120,6,3.6,20887,0.0
R070,6,134,7,4.2,22212,1.7
R070,7,117,6,4.0,21192,1.4
R070,8,151,10,4.3,24656,0.8
R070,9,149,7,4.2,19205,2.5
R070,10,141,5,3.9,18410,0.0
R070,11,138,9,4.2,23427,0.0
R070,12,129,5,4.0,20648,0.6
R070,13,136,6,4.1,21853,0.0
R070,14,141,7,3.8,22008,1.3
R070,15,124,5,4.0,21853,2.4
R070,16,150,9,4.2,23180,1.4
R070,17,139,7,3.9,24135,0.7
R070,18,144,7,4.1,25047,0.4
R071,3,232,5,4.2,31652,0.0
R071,4,279,9,4.1,40830,2.0
R071,5,312,11,4.2,45262,1.1
R071,6,269,9,3.9,38731,1.2
R071,7,263,9,4.0,32865,1.0
R071,8,256,6,4.0,33028,1.5
R071,9,281,8,4.1,45398,1.6
R071,10,246,10,4.2,37943,0.7
R071,11,309,8,4.2,49499,0.0
R071,12,275,8,4.3,43477,1.5
R071,13,283,9,4.1,41266,2.1
R071,14,253,8,4.2,39750,1.0
R071,15,304,12,4.3,38797,2.3
R071,16,316,11,4.0,38088,1.0
R071,17,257,6,3.9,34979,1.0
R071,18,315,11,4.1,46697,1.1
R072,12,260,27,4.5,70370,4.8
R072,13,240,29,4.2,50968,3.3
R072,14,223,26,4.2,56899,4.3
R072,15,231,20,4.3,56747,5.1
R072,16,249,25,4.0,68925,4.6
R072,17,244,33,4.5,63733,4.7
R072,18,242,27,4.4,70865,6.9
R073,7,276,1,3.9,90366,3.9
R073,8,280,2,3.9,90638,2.6
R073,9,288,2,4.1,87760,3.1
R073,10,259,2,3.9,60852,3.9
R073,11,257,2,4.3,79779,1.8
R073,12,250,2,4.2,84888,2.5
R073,13,300,3,3.8,78604,3.5
R073,14,223,1,3.8,63417,2.9
R073,15,252,2,3.8,66666,1.7
R073,16,300,3,3.7,79258,2.9
R073,17,264,3,4.0,72534,6.0
R073,18,266,3,4.2,69652,2.7
R074,5,125,12,3.8,15555,6.8
R074,6,149,16,4.1,16209,7.5
R074,7,104,14,4.0,13351,6.2
R074,8,109,10,4.2,14180,6.2
R074,9,131,16,3.9,21211,7.2
R074,10,127,14,4.2,15203,5.7
R074,11,147,18,3.9,19112,7.3
R074,12,133,19,3.8,18922,6.3
R074,13,127,18,4.1,17082,4.7
R074,14,125,13,4.1,17852,6.2
R074,15,117,18,3.9,13387,5.8
R074,16,119,12,4.2,12064,5.7
R074,17,125,15,4.3,18752,5.1
R074,18,101,12,3.9,11559,6.5
R075,2,239,12,3.7,63628,2.0
R075,3,246,12,3.8,68474,1.8
R075,4,240,15,4.0,64936,3.4
R075,5,224,16,4.0,51317,7.7
R075,6,264,23,3.6,66410,8.2
R075,7,238,21,3.8,79875,7.9
R075,8,119,13,3.6,35694,0.0
R075,9,88,14,3.2,23788,3.3
R075,10,39,6,3.3,10706,3.9
R075,11,20,3,3.1,5380,3.6
R075,12,24,3,2.8,7172,3.5
R075,13,16,1,2.8,4340,5.1
R075,14,9,0,2.5,2284,2.3
R075,15,3,0,2.8,837,5.8
R075,16,2,0,2.6,562,3.2
R075,17,1,0,2.5,282,3.4
R075,18,0,0,2.3,0,6.3
R076,1,120,14,3.7,33919,4.2
R076,2,102,18,3.9,29244,4.2
R076,3,118,20,4.0,35119,4.6
R076,4,104,11,3.6,24732,5.2
R076,5,87,10,3.8,26723,4.3
R076,6,112,16,3.6,34801,4.5
R076,7,95,11,3.8,25437,4.0
R076,8,93,12,3.8,27350,4.8
R076,9,101,14,4.1,32332,6.0
R076,10,109,19,3.9,31441,6.8
R076,11,73,8,4.0,22392,7.1
R076,12,102,11,3.7,29401,6.3
R076,13,117,14,3.8,30686,4.3
R076,14,111,18,3.7,31762,4.6
R076,15,109,12,3.5,33506,4.5
R076,16,98,13,3.9,28626,3.3
R076,17,106,8,3.9,32923,3.6
R076,18,104,15,3.7,31010,2.3
R077,6,96,8,4.3,14263,6.4
R077,7,91,10,4.0,13129,4.7
R077,8,80,4,4.4,11768,6.0
R077,9,97,7,4.5,14953,4.6
R077,10,87,6,4.6,9989,5.3
R077,11,81,5,4.0,10721,3.7
R077,12,87,9,4.3,14119,3.9
R077,13,75,5,4.3,12907,3.3
R077,14,92,6,4.3,10879,5.6
R077,15,86,8,4.3,9386,5.8
R077,16,69,3,4.1,8490,6.1
R077,17,85,8,4.2,11863,5.2
R077,18,93,7,4.2,12205,3.3
R078,17,219,2,4.3,61261,1.2
R078,18,222,1,4.2,65994,0.0
R079,4,52,2,4.1,10390,4.0
R079,5,42,1,4.0,7571,3.9
R079,6,54,3,3.6,10559,4.6
R079,7,60,3,4.2,10700,2.9
R079,8,45,2,3.9,9533,3.6
R079,9,51,2,4.4,9658,3.2
R079,10,57,3,3.9,11561,5.0
R079,11,46,2,4.2,8120,4.3
R079,12,52,2,3.9,10497,4.1
R079,13,57,4,4.3,8675,3.5
R079,14,70,3,4.4,12719,3.7
R079,15,61,3,4.1,13401,4.6
R079,16,57,3,4.2,10025,5.7
R079,17,60,2,3.6,9819,5.4
R079,18,66,3,3.7,11165,2.4
R080,12,85,1,4.9,20921,4.2
R080,13,89,0,4.8,27332,4.9
R080,14,100,1,4.6,28839,4.1
R080,15,106,1,4.4,27106,3.3
R080,16,93,0,4.4,24179,3.6
R080,17,106,1,4.5,29158,3.4
R080,18,100,1,4.7,30403,5.0
R081,5,314,40,3.7,39190,7.3
R081,6,307,41,3.7,48400,6.1
R081,7,323,38,3.7,38649,8.1
R081,8,320,44,3.7,40322,7.1
R081,9,314,24,3.9,50817,7.6
R081,10,292,34,3.8,37047,8.0
R081,11,295,46,4.0,37152,7.1
R081,12,300,35,3.5,34823,8.3
R081,13,333,47,3.7,51575,7.2
R081,14,326,29,3.7,41796,7.1
R081,15,261,35,3.9,31464,6.2
R081,16,277,36,3.6,35592,6.2
R081,17,360,43,3.9,49198,7.2
R081,18,298,31,3.6,34900,6.2
R082,4,104,1,3.9,26517,1.6
R082,5,79,0,4.1,21340,1.2
R082,6,88,0,4.4,24912,1.5
R082,7,104,1,4.5,38128,6.1
R082,8,99,1,3.9,32964,6.2
R082,9,92,1,3.8,25352,8.1
R082,10,42,2,3.6,14136,3.0
R082,11,24,0,3.9,6105,3.4
R082,12,15,1,3.7,3811,3.2
R082,13,11,0,3.5,3569,1.6
R082,14,6,0,3.6,1874,4.2
R082,15,3,0,3.4,897,4.8
R082,16,3,0,3.0,934,3.5
R082,17,1,0,2.9,356,2.6
R082,18,1,0,2.6,398,3.8
R083,16,134,3,4.0,29746,0.4
R083,17,138,3,4.1,26218,0.6
R083,18,106,3,3.5,20058,0.0
R084,7,69,0,3.7,21870,3.3
R084,8,45,0,3.5,11394,3.6
R084,9,55,0,3.5,15493,3.0
R084,10,65,0,3.9,17870,3.2
R084,11,66,0,3.8,15157,4.8
R084,12,65,0,4.0,19038,4.0
R084,13,60,0,3.8,18575,4.5
R084,14,67,0,3.6,16674,3.1
R084,15,71,0,3.7,20739,3.9
R084,16,62,0,3.4,15524,5.2
R084,17,61,0,3.6,17517,4.4
R084,18,63,0,3.5,18106,4.9
R085,10,173,1,4.7,34060,6.7
R085,11,167,1,4.1,35396,7.0
R085,12,148,1,4.6,24873,6.7
R085,13,118,1,4.4,24513,5.7
R085,14,147,0,4.6,28848,6.8
R085,15,131,1,4.8,25458,7.3
R085,16,140,1,4.2,29904,6.8
R085,17,135,1,4.5,29199,8.0
R085,18,151,1,4.5,35234,5.2
R086,15,114,1,4.0,21341,6.0
R086,16,139,1,4.0,29143,5.6
R086,17,141,1,3.8,24428,6.1
R086,18,110,0,3.6,20947,5.8
R087,7,83,1,4.2,31176,5.3
R087,8,98,1,4.0,29415,3.3
R087,9,93,1,3.7,29255,6.2
R087,10,84,1,4.0,25060,6.4
R087,11,79,1,3.8,22033,5.4
R087,12,83,1,3.7,23201,5.3
R087,13,100,1,3.9,26797,4.7
R087,14,87,0,3.8,25374,5.1
R087,15,87,1,4.1,27736,5.0
R087,16,93,1,3.7,29190,6.1
R087,17,97,1,4.0,31830,6.0
R087,18,89,1,4.0,24278,5.1
R088,10,294,2,4.5,102001,0.0
R088,11,281,2,4.1,91846,0.1
R088,12,346,3,4.1,109455,0.8
R088,13,251,2,4.1,71927,2.2
R088,14,337,4,4.4,99892,0.4
R088,15,300,2,4.2,80415,1.8
R088,16,318,3,4.0,103227,2.4
R088,17,288,2,4.3,82396,1.0
R088,18,362,3,4.5,110830,0.2
R089,1,170,5,4.2,64628,5.2
R089,2,127,4,4.4,43068,4.7
R089,3,146,3,3.8,53026,4.9
R089,4,179,4,4.3,75335,6.6
R089,5,170,5,4.3,63539,4.6
R089,6,178,3,4.1,63549,5.3
R089,7,154,5,4.2,53615,3.8
R089,8,160,4,4.1,72075,5.8
R089,9,189,5,4.1,81089,4.6
R089,10,152,4,4.5,67004,5.8
R089,11,186,6,4.0,83396,6.0
R089,12,171,5,4.3,70279,4.2
R089,13,149,5,4.0,56382,5.8
R089,14,163,5,4.0,70815,4.5
R089,15,144,4,4.4,57141,7.1
R089,16,127,2,4.4,60542,4.3
R089,17,162,5,4.2,67715,5.1
R089,18,137,3,4.2,57001,3.5
R090,4,179,8,4.1,50266,1.9
R090,5,162,8,4.6,41181,2.9
R090,6,150,7,4.2,38213,2.9
R090,7,194,5,4.2,52175,0.9
R090,8,180,10,4.3,36750,2.1
R090,9,191,11,4.3,41015,3.8
R090,10,180,7,4.4,44111,1.6
R090,11,172,9,4.2,45882,0.6
R090,12,204,9,4.5,49613,1.5
R090,13,166,5,4.4,40273,2.0
R090,14,179,8,4.4,46701,1.7
R090,15,153,5,4.3,38060,1.0
R090,16,190,7,3.9,51979,0.4
R090,17,183,9,4.4,41277,2.7
R090,18,184,7,4.5,47868,2.5
R091,3,17,0,4.3,4233,4.3
R091,4,19,0,4.4,5086,3.7
R091,5,21,0,4.1,5984,5.5
R091,6,19,0,4.2,4807,4.4
R091,7,17,0,4.0,5081,4.9
R091,8,15,0,4.1,3666,4.7
R091,9,14,0,3.7,3481,6.0
R091,10,16,0,4.4,4083,5.3
R091,11,20,0,3.9,5209,7.0
R091,12,17,0,4.5,4957,4.9
R091,13,17,0,4.1,4682,3.4
R091,14,15,0,3.9,4526,2.9
R091,15,19,0,4.4,5091,2.8
R091,16,17,0,4.2,4983,4.1
R091,17,15,0,4.1,3939,6.8
R091,18,20,0,4.3,5710,4.9
R092,14,24,1,3.2,6812,5.6
R092,15,22,1,3.7,6981,6.1
R092,16,25,2,3.5,7755,4.2
R092,17,23,1,3.9,7007,4.6
R092,18,25,2,3.6,7876,3.6
R093,4,53,3,3.9,8295,4.5
R093,5,66,5,3.8,8465,5.1
R093,6,82,8,3.9,12969,6.0
R093,7,81,5,3.8,10262,5.4
R093,8,73,6,4.3,10621,5.0
R093,9,72,7,4.0,11229,5.1
R093,10,67,4,3.8,8126,5.8
R093,11,75,7,3.6,9217,6.2
R093,12,74,6,4.1,9028,4.8
R093,13,66,3,3.9,8488,4.8
R093,14,66,5,3.8,9155,5.9
R093,15,70,5,3.9,9472,6.7
R093,16,75,7,4.0,8836,5.0
R093,17,72,6,4.2,9298,5.5
R093,18,78,6,4.2,9159,6.1
R094,10,96,3,4.2,32588,9.2
R094,11,82,1,3.9,24429,9.7
R094,12,88,2,4.4,26008,11.5
R094,13,96,2,4.2,26904,9.4
R094,14,70,2,3.7,21908,8.4
R094,15,83,1,4.5,23015,10.2
R094,16,100,1,4.1,35794,8.2
R094,17,100,2,4.2,31384,9.7
R094,18,81,2,4.3,25692,9.7
R095,2,138,4,4.1,16679,3.9
R095,3,135,3,4.0,20569,3.8
R095,4,152,4,4.0,21068,5.2
R095,5,151,4,4.3,22620,2.7
R095,6,153,4,4.4,22841,3.9
R095,7,157,4,3.8,24484,4.0
R095,8,170,4,4.4,25442,5.3
R095,9,141,4,3.8,19984,3.1
R095,10,131,3,4.2,18529,4.4
R095,11,146,5,4.1,21481,3.9
R095,12,166,6,4.1,22438,2.9
R095,13,136,2,3.9,20221,4.4
R095,14,183,5,4.0,29063,2.7
R095,15,126,4,4.1,17776,3.6
R095,16,152,3,4.1,19293,4.2
R095,17,179,4,4.1,25176,4.6
R095,18,155,4,4.2,21849,4.5
R096,6,59,2,4.7,14969,2.1
R096,7,62,2,4.1,12489,3.0
R096,8,51,2,4.3,11064,3.1
R096,9,55,3,4.1,14033,1.4
R096,10,54,2,4.2,13479,3.3
R096,11,57,1,4.2,14542,5.4
R096,12,58,2,4.3,13365,4.1
R096,13,56,2,4.4,13652,4.0
R096,14,58,3,3.9,11489,4.2
R096,15,61,3,4.2,14416,1.8
R096,16,60,4,4.2,15157,3.6
R096,17,54,3,4.1,12439,4.9
R096,18,64,3,4.2,15191,4.5
R097,11,88,3,4.1,21380,3.1
R097,12,83,1,4.2,23731,5.1
R097,13,91,2,4.2,23826,4.1
R097,14,86,2,4.5,20639,3.1
R097,15,76,1,4.7,16467,4.8
R097,16,82,1,4.5,19477,4.0
R097,17,90,1,4.5,21802,2.6
R097,18,80,0,4.3,22042,2.9
R098,10,34,1,4.2,9492,0.8
R098,11,39,0,4.3,9296,1.0
R098,12,35,1,4.4,8490,0.0
R098,13,26,1,4.2,7930,1.8
R098,14,34,1,4.4,7656,0.0
R098,15,31,0,4.2,6537,0.3
R098,16,36,1,4.3,9223,0.0
R098,17,30,1,4.1,7338,0.0
R098,18,27,0,4.5,6121,0.0
R099,4,50,1,4.2,12767,2.4
R099,5,52,1,4.6,13031,4.8
R099,6,64,2,4.3,17932,4.4
R099,7,70,2,3.9,16163,3.1
R099,8,74,2,4.1,16418,2.0
R099,9,65,1,4.0,17581,4.0
R099,10,69,2,4.2,19793,2.6
R099,11,62,2,4.2,14852,4.0
R099,12,52,1,4.3,12767,2.7
R099,13,62,2,4.3,17634,3.4
R099,14,64,2,4.4,16570,3.4
R099,15,69,1,4.1,21038,2.7
R099,16,66,2,4.7,16999,2.5
R099,17,65,1,4.3,16805,1.6
R099,18,76,2,4.1,21566,4.3
R100,7,26,0,3.9,7121,3.7
R100,8,25,0,4.3,7338,2.1
R100,9,30,0,4.2,9221,2.6
R100,10,30,0,3.9,8965,3.1
R100,11,27,0,4.3,6355,4.0
R100,12,30,0,4.2,10522,4.2
R100,13,26,0,3.9,6218,3.0
R100,14,30,0,4.3,8727,1.6
R100,15,28,0,4.3,7902,3.4
R100,16,29,0,4.4,7949,3.7
R100,17,22,0,4.0,7648,5.0
R100,18,25,0,4.0,6486,2.5
R101,4,223,19,3.7,59711,1.0
R101,5,175,13,4.2,43087,0.0
R101,6,231,16,3.9,58227,2.8
R101,7,210,14,3.8,47242,1.0
R101,8,251,25,4.3,67461,1.3
R101,9,192,16,3.9,53078,0.2
R101,10,215,12,4.0,58869,0.0
R101,11,185,11,3.9,40817,2.4
R101,12,223,20,3.6,64591,1.8
R101,13,199,12,3.9,48658,0.8
R101,14,198,18,3.4,58044,2.1
R101,15,218,17,4.1,55676,0.9
R101,16,238,27,3.7,63635,0.2
R101,17,224,16,4.1,56876,1.2
R101,18,248,18,4.0,59577,2.3
R102,2,54,1,3.5,19017,4.3
R102,3,43,2,3.5,13009,5.3
R102,4,49,2,3.8,15092,4.8
R102,5,55,4,3.5,15093,12.7
R102,6,48,2,3.7,12387,12.2
R102,7,48,3,3.3,15242,12.5
R102,8,23,3,3.1,6641,9.3
R102,9,18,2,3.2,4509,8.3
R102,10,11,0,3.1,2828,7.0
R102,11,5,0,2.9,1348,7.3
R102,12,3,0,2.8,879,7.3
R102,13,2,0,2.6,624,8.2
R102,14,1,0,2.6,311,6.4
R102,15,0,0,2.1,0,6.5
R102,16,0,0,2.3,0,9.4
R102,17,0,0,2.1,0,7.4
R102,18,0,0,1.9,0,7.5
R103,5,77,5,4.2,14214,2.1
R103,6,56,2,4.1,10414,3.1
R103,7,67,3,4.2,15868,2.2
R103,8,69,4,4.0,14731,1.1
R103,9,66,3,4.1,10035,3.7
R103,10,71,4,4.4,12451,0.3
R103,11,76,3,3.9,15223,4.7
R103,12,68,4,3.9,10706,3.3
R103,13,72,3,4.4,11230,1.4
R103,14,65,3,4.4,12371,2.3
R103,15,60,3,3.9,9915,2.1
R103,16,70,3,4.2,12882,3.4
R103,17,72,5,4.0,14787,0.9
R103,18,88,5,4.0,16235,2.3
R104,6,188,11,3.6,45829,5.2
R104,7,173,10,3.7,44137,5.1
R104,8,187,13,3.8,34440,5.1
R104,9,153,16,4.0,34276,15.6
R104,10,190,18,3.6,36375,14.2
R104,11,186,22,3.6,35648,15.8
R104,12,85,11,3.5,19075,7.7
R104,13,67,4,3.4,14606,8.1
R104,14,39,5,3.3,8278,7.4
R104,15,25,3,2.5,4735,7.9
R104,16,10,1,2.9,2356,8.1
R104,17,9,1,2.9,1914,8.0
R104,18,5,0,2.8,978,9.6
R105,18,121,13,3.3,45654,7.2
R106,2,218,1,4.6,46707,3.9
R106,3,155,1,4.4,29975,4.5
R106,4,195,1,4.0,41785,3.2
R106,5,189,1,4.1,42931,4.5
R106,6,212,2,4.1,50799,4.2
R106,7,199,1,4.0,43899,2.8
R106,8,207,2,4.5,42912,5.0
R106,9,181,1,4.4,29245,4.1
R106,10,221,2,4.7,35996,5.3
R106,11,200,2,4.3,37498,2.7
R106,12,212,2,4.2,32891,4.2
R106,13,207,1,4.2,43674,5.5
R106,14,187,1,4.5,39378,3.5
R106,15,236,2,4.3,39286,5.0
R106,16,220,2,4.5,42904,4.3
R106,17,176,1,4.5,38115,3.4
R106,18,182,2,4.3,36235,3.7
R107,6,75,2,4.3,18726,3.4
R107,7,108,4,4.3,26366,4.9
R107,8,96,2,4.5,26011,4.8
R107,9,85,2,4.1,21116,4.0
R107,10,84,2,3.9,23299,1.9
R107,11,92,3,4.3,22324,2.4
R107,12,86,3,4.5,19853,1.9
R107,13,82,3,4.2,19569,4.6
R107,14,84,2,4.4,23709,2.7
R107,15,101,3,4.1,24948,2.3
R107,16,93,5,4.5,22177,4.2
R107,17,80,2,4.3,19449,2.1
R107,18,86,3,4.6,18045,2.1
R108,5,290,14,4.2,42361,1.9
R108,6,304,14,4.1,39013,1.4
R108,7,310,9,4.4,41948,2.5
R108,8,304,11,4.0,43671,1.4
R108,9,254,8,4.3,37446,1.5
R108,10,309,11,3.7,46864,3.7
R108,11,300,8,4.1,41367,2.5
R108,12,260,10,3.8,37681,1.0
R108,13,297,10,3.5,45452,2.6
R108,14,323,8,4.0,46398,2.7
R108,15,243,10,4.0,28062,1.5
R108,16,299,8,4.2,43594,2.0
R108,17,238,7,4.0,29948,1.9
R108,18,310,12,4.0,42635,3.1
R109,14,83,3,4.2,16335,6.4
R109,15,77,3,4.1,12836,4.5
R109,16,69,3,4.3,12429,5.8
R109,17,73,3,4.1,11883,4.9
R109,18,71,2,4.3,15606,4.1
R110,5,389,32,4.3,97400,0.6
R110,6,371,28,4.5,98854,1.4
R110,7,327,24,4.5,73349,0.7
R110,8,391,35,4.5,96495,0.0
R110,9,368,35,4.8,84531,0.4
R110,10,329,30,4.3,76180,1.0
R110,11,347,40,4.2,104412,0.8
R110,12,400,38,4.2,98798,0.0
R110,13,351,34,4.3,100885,0.5
R110,14,287,44,4.2,79859,0.0
R110,15,363,29,3.8,89481,0.6
R110,16,347,34,4.3,88635,0.8
R110,17,353,32,4.1,94872,0.3
R110,18,342,35,4.3,80700,1.7
R111,13,91,1,4.3,20831,2.2
R111,14,108,2,4.0,23420,3.0
R111,15,116,3,3.8,19894,2.9
R111,16,86,1,4.5,15845,3.3
R111,17,103,2,3.9,20532,4.0
R111,18,97,2,3.9,17625,3.0
R112,4,93,5,4.1,23508,2.4
R112,5,84,4,4.7,22906,4.6
R112,6,80,3,4.8,22108,2.6
R112,7,90,5,4.5,22101,2.9
R112,8,89,4,4.7,22923,2.4
R112,9,109,6,4.7,30378,3.5
R112,10,85,2,4.3,23255,0.9
R112,11,87,5,4.6,24422,4.2
R112,12,100,6,4.5,26131,3.4
R112,13,84,5,4.6,21402,4.5
R112,14,84,3,4.5,20416,4.1
R112,15,79,4,4.7,19435,3.7
R112,16,78,4,4.6,20573,3.3
R112,17,90,4,4.7,27107,2.5
R112,18,102,5,4.9,26234,3.9
R113,6,231,26,3.9,98721,4.3
R113,7,206,19,4.2,73256,5.7
R113,8,203,29,4.0,74103,3.9
R113,9,201,21,4.1,76291,3.6
R113,10,210,24,3.5,76909,5.3
R113,11,213,26,4.0,76845,5.3
R113,12,247,21,3.8,113769,4.8
R113,13,215,24,4.1,72776,5.4
R113,14,210,21,3.9,78086,4.2
R113,15,240,25,3.9,94476,4.7
R113,16,232,25,4.0,92322,5.5
R113,17,175,23,4.1,62685,4.1
R113,18,200,19,4.0,91764,4.1
R114,18,69,1,3.5,9254,2.4
R115,10,101,21,3.3,29066,12.0
R115,11,116,19,3.5,29274,8.9
R115,12,101,17,3.3,25562,11.1
R115,13,113,23,3.6,30884,10.1
R115,14,97,15,3.4,25180,9.7
R115,15,121,18,3.4,31879,11.7
R115,16,131,30,3.3,33293,10.2
R115,17,116,21,3.4,28596,9.8
R115,18,82,10,3.7,24818,11.9
R116,6,140,24,3.0,39261,10.5
R116,7,130,30,3.5,36912,10.5
R116,8,113,24,3.8,34145,11.7
R116,9,140,39,3.1,35836,28.4
R116,10,148,42,3.1,42446,29.3
R116,11,154,38,3.4,54624,29.8
R116,12,82,30,2.7,29452,19.1
R116,13,57,16,2.7,16446,18.6
R116,14,31,9,2.6,8891,16.7
R116,15,12,3,2.6,3402,16.3
R116,16,9,3,2.7,2468,21.3
R116,17,7,1,2.8,2223,17.8
R116,18,4,0,2.3,1123,16.9
R117,12,118,7,4.3,17831,4.4
R117,13,102,5,4.3,15557,4.4
R117,14,105,7,4.4,16919,4.3
R117,15,100,6,4.2,14368,4.4
R117,16,112,6,4.0,14064,5.2
R117,17,116,8,4.1,16139,5.2
R117,18,105,5,4.2,14001,4.7
R118,16,134,1,4.1,29280,4.1
R118,17,157,1,4.4,46326,5.6
R118,18,152,1,4.4,31007,3.4
R119,4,93,19,3.4,27835,11.2
R119,5,103,18,3.5,28210,11.0
R119,6,98,17,3.1,32063,11.0
R119,7,105,27,3.1,32376,28.6
R119,8,108,27,3.4,34750,29.0
R119,9,92,26,3.2,31190,30.6
R119,10,60,15,3.1,19004,18.8
R119,11,26,7,2.8,7663,19.3
R119,12,21,4,2.4,5755,18.3
R119,13,15,5,2.6,5062,17.9
R119,14,7,1,2.4,2110,17.5
R119,15,4,1,2.4,1156,16.2
R119,16,3,1,2.0,915,17.9
R119,17,2,0,2.1,668,18.3
R119,18,1,0,1.9,295,19.3
R120,5,164,16,3.5,35112,6.9
R120,6,154,15,3.7,35006,6.6
R120,7,163,12,3.9,36275,4.8
R120,8,175,16,3.7,39322,5.2
R120,9,161,18,3.7,37608,5.5
R120,10,172,17,3.8,36829,6.4
R120,11,144,14,3.4,35728,5.4
R120,12,169,21,3.7,37682,5.7
R120,13,154,19,3.5,35441,7.8
R120,14,166,19,3.2,33963,6.2
R120,15,125,11,3.5,27456,7.1
R120,16,153,17,3.4,34108,7.0
R120,17,180,18,3.5,43433,5.3
R120,18,188,25,3.2,43285,6.1
R121,4,91,7,4.0,11864,4.0
R121,5,98,8,3.6,15711,3.8
R121,6,104,8,3.9,13334,2.8
R121,7,94,7,3.6,14034,4.4
R121,8,87,7,3.9,11045,5.5
R121,9,116,7,3.8,16397,6.5
R121,10,88,5,3.6,13504,3.8
R121,11,86,6,3.9,13020,4.5
R121,12,97,7,3.6,13000,4.5
R121,13,90,4,3.6,12259,5.2
R121,14,110,8,3.7,14482,3.5
R121,15,102,10,3.7,12285,5.3
R121,16,98,7,4.1,11570,3.1
R121,17,93,7,3.7,15847,4.1
R121,18,89,6,4.0,11288,4.3
